Date,Close,High,Low,Open,Volume,Daily_Return,MA_7,MA_30,Volatility_7,Volatility_30,Cumulative_Return
2023-03-06,151.9222717,154.3616411,151.5568651,151.8827594,87558000,0.018539247644050905,146.4636906,146.95517831,0.01856470055527113,0.01647736225781963,1.231829000580563
2023-03-07,149.7199402,152.1197973,149.2557677,151.793888,56182000,-0.014496436074553642,147.15359495714284,147.3075907266667,0.017896535615756982,0.01637401144932886,1.2139718702188655
2023-03-08,150.9741669,151.566732,149.9470711,150.9149134,47204800,0.008377152023468337,147.85196575714284,147.65513559000001,0.01790073278045842,0.01635029413536088,1.2241414971279032
2023-03-09,148.7224731,152.6234847,148.366937,151.6556423,53833600,-0.014914431033035247,148.30061557142858,147.94964700333333,0.01925963349823933,0.016610038711232303,1.2058841231943125
2023-03-10,146.658371,149.0681136,145.7794089,148.347171,68572400,-0.01387888499280221,148.75068009999998,148.10632730333333,0.019204547907835236,0.01668347252782713,1.1891477961338526
2023-03-13,148.6039734,151.24086,145.8683208,145.9769573,84457100,0.01326622126465593,149.39402988571427,148.26310881666666,0.019580017808380795,0.016672878707789787,1.2049232939137422
2023-03-14,150.6976471,151.4975994,148.2385365,149.4038955,73695900,0.014088948310718719,149.61412048571427,148.58598733666668,0.015255344503538321,0.01633231019458602,1.221899395920074
2023-03-15,151.0926971,151.3494673,148.0607626,149.3150169,77167900,0.002621474240655175,149.49560982857142,148.87963154000002,0.013374538817291065,0.016283829719927978,1.2251025737111505
2023-03-16,153.9172058,154.5196414,149.7594102,150.2729656,76161100,0.01869387967924485,150.0952192,149.22995502666666,0.013552494326914266,0.01653300490443682,1.24800449381884
2023-03-17,153.077774,154.7962009,152.3667019,154.1443823,98944600,-0.005453787935123744,150.39573449999997,149.37512918,0.013819747767678203,0.015239014714176562,1.2411981419674705
2023-03-20,155.447998,155.8628027,152.2383029,153.1469068,73641400,0.015483789305689832,151.35652377142858,149.47835030999997,0.012287814297618311,0.014850406876404815,1.2604165924843085
2023-03-21,157.3046722,157.4231792,154.5986472,155.3689878,73938300,0.011944021305440033,152.87742394285715,149.73450977333331,0.00846586541044653,0.014551378038027089,1.275471035118671
2023-03-22,155.8726807,160.129228,155.8529245,157.3244517,75701800,-0.009103299221648986,153.9158107,149.84695637,0.010931053024690489,0.014295868155673382,1.2638600406374394
2023-03-23,156.9589996,159.5465176,155.7245017,156.8602488,67622100,0.006969270658087945,154.8102896285714,150.08534850000004,0.010471860213434239,0.013899569730640507,1.2726682233345838
2023-03-24,158.2626495,158.3515298,155.8924193,156.8898883,59196500,0.008305671565964845,155.83456854285714,150.40170897333334,0.010397250093139503,0.013853988805147838,1.283238587610041
2023-03-27,156.3170624,158.7761876,155.9121434,157.9564792,52390300,-0.012293406600652257,156.1774052,150.64103596,0.01101366450966571,0.01410246163177537,1.267463213886904
2023-03-28,155.6949158,156.5245101,154.0456279,156.0109546,45992200,-0.003980030013665425,156.55128259999998,150.76613158333333,0.010854464688618538,0.013756747137071094,1.2624186722544173
2023-03-29,158.7762146,159.052741,157.3738265,157.3935677,51305700,0.01979061926439618,157.02674211428572,151.0153345666667,0.011795955631770069,0.014141316351684086,1.287402719549269
2023-03-30,160.3465118,160.4551483,159.270033,159.5268032,49501700,0.009890002756118177,157.46129062857145,151.24676258333332,0.011562242555024176,0.014040574253259693,1.3001351359938453
2023-03-31,162.8549957,162.9537616,159.9020857,160.4255117,68749800,0.015644143872171057,158.4587642,151.61513620000002,0.011090950261810638,0.014079024185782277,1.3204746371145977
2023-04-03,164.1092224,164.2277294,162.1834086,162.2327915,56976200,0.007701493556331762,159.48022459999999,152.06350401666666,0.011101406794076178,0.013980932740493984,1.3306442640236353
2023-04-04,163.5759583,164.7709441,163.0624028,164.5339301,46278300,-0.0032494462663421597,160.2392687142857,152.62808124666665,0.011624017111776097,0.012879785074137414,1.326320406988074
2023-04-05,161.729126,163.0031365,159.7934413,162.6969834,51511700,-0.01129036515630788,161.01242065714288,153.11694283999998,0.011382046592095725,0.013168647025456032,1.3113457652789158
2023-04-06,162.6180115,162.9142941,159.9909952,160.4156554,45390100,0.005496137411884483,162.00143432857143,153.61930337666666,0.010688149455904383,0.013174995259366698,1.3185531017993815
2023-04-10,160.0205841,160.0205841,158.09477,159.4181484,47716900,-0.015972568942647425,162.1792014,154.12363585666668,0.01165886582182717,0.01306627867653548,1.2974924214763492
2023-04-11,158.8058624,160.3465139,158.5194504,160.3366433,47644200,-0.007591034033727295,161.9591086285714,154.54764556,0.01134888962513206,0.013183055303182095,1.287643112346419
2023-04-12,158.1145172,160.0502017,157.7984785,159.2206226,50133100,-0.004353398480080317,161.28189741428574,154.96539865333335,0.008533762843686508,0.013199051919438551,1.2820374887782442
2023-04-13,163.5068054,163.7438345,159.4181482,159.6255505,68445600,0.03410368823489662,161.19583784285715,155.63202818999997,0.016642481310431372,0.013970116149481248,1.3257596956009872
2023-04-14,163.1611481,164.257383,161.7883868,162.5488268,49386500,-0.0021140239340765588,161.13657924285715,156.26738229666665,0.016615685144501686,0.014021496653562011,1.3229570078736526
2023-04-17,163.1809235,163.3389429,161.9958081,163.0426603,41516200,0.00012120164775919484,161.34397888571428,156.73484598333334,0.01589569105931433,0.012766088088369971,1.3231173524429214
2023-04-18,164.4055481,165.3338932,163.59571,164.0401414,49923000,0.007504704433174636,161.59934125714287,157.15095519666667,0.016000072035467036,0.012460569920361863,1.33304695710341
2023-04-19,165.5511475,166.0745735,163.4870551,163.7438403,47720200,0.00696813102258087,162.38942174285714,157.67866210666665,0.014009433574047244,0.012047899729816692,1.3423358029597594
2023-04-20,164.5832825,165.7881538,163.5068037,164.0302297,52456400,-0.005846320092707358,163.21476747142856,158.13229929333335,0.01376250253217157,0.012125947212498846,1.3344880781837554
2023-04-21,162.973526,164.3857848,162.4500999,163.0031528,58337300,-0.009780802008247713,163.9089115857143,158.60733439000003,0.014522183737733247,0.011899229613110072,1.321435714508673
2023-04-24,163.2796631,163.5463189,161.8575188,162.9537538,41949600,0.0018784468098211882,163.8764626857143,159.16137746,0.006357428797556152,0.011462639214174812,1.3239179612109757
2023-04-25,161.7390289,164.2475228,161.6995165,163.1414172,48714100,-0.009435554745458097,163.67330280000002,159.59921264333335,0.007265790850259793,0.011554766336196096,1.3114260608094743
2023-04-26,161.729126,163.2302799,160.7810398,161.03781,45498800,-6.122764596361296e-05,163.46590315714283,159.96692860666664,0.007260473596218175,0.011369233149808118,1.3113457652789156
2023-04-27,166.3215179,166.4696517,163.1414486,163.1414486,64902300,0.028395577306217445,163.73961312857142,160.47455596666666,0.013268322895075558,0.012319154854727968,1.3485821853320739
2023-04-28,167.5757141,167.7436191,165.7980488,166.4004845,55275900,0.007540793373194576,164.02883692857145,160.9298395766667,0.013307701146769197,0.012002126776237678,1.3587515649384343
2023-05-01,167.4868622,168.3361977,166.5486464,167.180709,52472900,-0.0005302194323157927,164.44363402857144,161.41014251666667,0.01294448279427505,0.011917219101511972,1.3580311284550144
2023-05-02,166.4498444,168.2374103,165.4622459,167.980625,48425700,-0.006191636683489099,164.94025094285715,161.77687073,0.012434656058748744,0.01179516292374086,1.3496226931027522
2023-05-03,165.3733826,168.8003509,165.0869856,167.3979627,65136000,-0.006467184177193386,165.23935372857142,162.04582774333332,0.012958686625451923,0.011757609708484306,1.3408944345767368
2023-05-04,163.7339478,164.9684459,162.2723062,162.8451151,81235400,-0.009913534900386045,165.52434214285717,162.30786998,0.013029394770310516,0.011784264660255029,1.327601430801827
2023-05-05,171.4174805,172.1384232,168.642316,168.8595889,113453200,0.04692693728600128,166.90839278571428,162.78981934333333,0.021345716948941527,0.01437316831017696,1.3899016998858698
2023-05-08,171.3483276,171.6939931,169.9755664,170.340973,55962800,-0.0004034180166357926,167.62650845714285,163.22600861333333,0.019582887385649596,0.014351079193107276,1.389340988498783
2023-05-09,169.639801,171.3878395,169.4719111,170.9039259,45326900,-0.009971072516029578,167.92137801428572,163.6700999,0.020226220187414712,0.014273189816856954,1.3754877687529694
2023-05-10,171.4076233,171.8717959,169.7682059,170.8743266,53724500,0.010421034978695953,168.48148674285716,164.19385681666665,0.020427514851836966,0.014278528765824854,1.3898217749039126
2023-05-11,171.5952454,172.4248245,170.0348379,171.6940112,49514700,0.0010945960068042826,169.21654402857143,164.6211578433333,0.020034054296808046,0.013938225974463972,1.391343068268892
2023-05-12,170.6656189,172.1391664,169.1129373,171.7040196,45533100,-0.005417553952809073,169.9725777857143,164.96512808,0.019941770065803943,0.013945513588227293,1.3838053921296785
2023-05-15,170.1711426,171.2985616,169.5777578,171.2491103,37266700,-0.002897339857828918,170.89217704285716,165.20899964333333,0.019250557047038635,0.013737240933652146,1.3797960376115825
2023-05-16,170.1711426,171.2293268,169.9041179,170.0920236,42110300,0.0,170.71412877142856,165.41106365000002,0.006321574080601945,0.013690308230027821,1.3797960376115825
2023-05-17,170.7842865,171.0216283,168.5393328,169.8151055,57951600,0.0036031015049435844,170.63355147142858,165.65134125666665,0.006563943863024481,0.013668954766261796,1.384767582791216
2023-05-18,173.1182556,173.3061613,170.6755119,171.0908752,65496700,0.013666181753787976,171.13047355714284,166.03097891000002,0.0069213100353467455,0.013621321410565356,1.4036920682643945
2023-05-19,173.2270355,174.4434577,173.0094621,174.4434577,55809500,0.0006283560311013403,171.39038958571427,166.38461304333336,0.00609368235238031,0.013611653663705243,1.4045740866412975
2023-05-22,172.2776337,172.7820153,171.5359102,172.0600602,43570900,-0.005480679140295042,171.48787362857144,166.7931813633333,0.006652319879269202,0.013258937700996442,1.3968760667436435
2023-05-23,169.6667786,171.4667015,169.3898697,171.2194604,50747300,-0.015154927798384343,171.3451821571429,167.15521190333337,0.008791181983953483,0.013527556414357246,1.3757065108088524
2023-05-24,169.9436646,170.5172658,168.6382392,169.2019411,45143500,0.001631939984272357,171.31268530000003,167.54951681666665,0.00877819122662877,0.013470145071111349,1.3779515812704652
2023-05-25,171.0809784,171.9809246,169.7953215,170.5073772,56058300,0.006692298901973759,171.44266184285715,167.80198925000002,0.009154629135922146,0.012113408287486858,1.3871732451247747
2023-05-26,173.4940643,173.8303238,171.1996742,171.4073634,54835000,0.014104933947466813,171.82977295714286,168.14641979,0.010458592899823153,0.012303288571334852,1.4067392321209529
2023-05-30,175.3434448,177.0147976,174.6215048,175.0072004,55964400,0.010659618284128314,172.1476571285714,168.55183716666667,0.009963973081690253,0.012394333412968028,1.42173453536067
2023-05-31,175.2939758,177.3708075,174.8093777,175.3730948,99625300,-0.0002821263153374165,172.44293431428574,168.91478475666665,0.009988776194751782,0.012366813420678826,1.4213334266348208
2023-06-01,178.1026306,178.1322983,174.9774989,175.7390058,68901800,0.016022540347903957,173.2750767285714,169.33316752666667,0.010681027545945389,0.012595251668088638,1.4441067988109018
2023-06-02,178.953125,179.7739674,177.2817726,179.032244,61996900,0.004775305098722038,174.60169764285712,169.81216227666664,0.006179802023292258,0.01250106127349424,1.4510028493703626
2023-06-05,177.5982513,182.908986,176.0752375,180.6145962,121946500,-0.007571109473500481,175.6952100285714,170.29965312,0.008293056648920433,0.012430270884022229,1.4400171479514186
2023-06-06,177.2323608,178.1323072,175.4719899,177.9839685,64848400,-0.002060214542213723,176.57397894285714,170.76474304333334,0.008871284238195326,0.012462650914848121,1.4370504036821719
2023-06-07,175.8576965,179.210286,175.3632142,176.4708498,61944600,-0.007756282734117992,176.91164068571427,171.23536529666669,0.00901666180024858,0.012409407225459641,1.4259042344480346
2023-06-08,178.5773315,178.8443411,175.5016513,175.936783,50214900,0.015464975682767612,177.37362449999998,171.79697214666666,0.009925643376438788,0.012605298260482161,1.4479558087597288
2023-06-09,178.9630432,180.2190174,178.6366831,179.4970775,48900000,0.0021599141210146833,177.89777698571427,172.21835632333335,0.009847767911607134,0.011686873790788827,1.4510832689576743
2023-06-12,181.761795,181.8606975,178.9729228,179.2696151,54274900,0.01563871372522585,178.42051475714285,172.69122568666666,0.009763917680194842,0.011898679283970138,1.4737763447923682
2023-06-13,181.2870941,182.1178207,180.4266998,180.7827276,54929100,-0.0026116648991061364,178.75393891428573,173.15123341666668,0.00993153499369191,0.01192468553108869,1.469927334843541
2023-06-14,181.9200287,182.3551755,180.0113343,181.3464274,57462900,0.0034913384383052914,179.37133568571429,173.66690622666667,0.009011779026176397,0.011805878272185787,1.475059348649196
2023-06-15,183.9573212,184.4617028,181.7519341,181.9299556,65433200,0.01119883563430868,180.3320443142857,174.28637084666667,0.009047749550444458,0.011756147346757225,1.4915782958455688
2023-06-16,182.8793335,184.9264975,182.2365125,184.669357,101256200,-0.005859988028571017,181.3351353142857,174.92455037,0.008606901482595195,0.011617692375868745,1.4828376648882373
2023-06-20,182.968338,184.0463209,182.3749683,182.3749683,49799100,0.00048668429776399513,181.96242195714285,175.3095789533333,0.007554890682740288,0.008282360202567937,1.4835593386958714
2023-06-21,181.9299164,183.3639119,180.5750248,182.8595303,49515700,-0.005675416912843123,182.38626098571427,175.66229858,0.008327553878080552,0.008394870076648062,1.4751395209338305
2023-06-22,184.9364014,184.9858526,181.6431471,181.7123818,51245300,0.016525511908606516,182.8397761857143,176.17218526,0.008566178070448434,0.008481731128771847,1.4995169566538786
2023-06-23,184.6199036,185.4901972,182.9683345,183.5023838,53117000,-0.0017113872531533403,183.3158918285714,176.61259460333335,0.008482856189319625,0.008400428542700216,1.496950702448374
2023-06-26,183.2254639,185.9747841,183.1858968,184.7682461,48088700,-0.007553030159853202,183.50238257142857,177.00026855333334,0.009286402942089116,0.008596822634833993,1.4856441886449678
2023-06-27,185.9846802,186.3110403,183.6210554,183.8386288,50730800,0.015059131199721909,183.7920052857143,177.51090393,0.010070453640089334,0.008780126835026969,1.5080166993978767
2023-06-28,187.1615753,187.8043964,185.5297895,185.8561346,51216800,0.006327914206344376,184.4037541142857,178.07725168666667,0.009606562537647571,0.008731261181568502,1.517559299693401
2023-06-29,187.4978027,187.9725166,186.8549818,186.9934362,46347300,0.0017964552791407407,185.05082050000001,178.65480702333332,0.00955407936693419,0.008714602764125721,1.5202855271087443
2023-06-30,191.829483,192.3338496,189.1493821,189.5153093,85213200,0.02310256567076041,186.4650443,179.35631357333335,0.01100932419528954,0.009437230277425638,1.5554080233370806
2023-07-03,190.3361053,191.7404331,189.6438182,191.6415306,31458200,-0.007784922717015252,187.23643057142857,179.93024189666667,0.011563199865959257,0.009486148547898098,1.543299292081976
2023-07-05,189.2185822,190.8503676,188.5164107,189.4559391,46920300,-0.005871314316527765,187.89338465714286,180.46329345333334,0.012014340172089265,0.009620390636905743,1.534238096853688
2023-07-06,189.6932983,189.9009875,187.1121001,187.7450369,45094300,0.0025088238928787643,188.81736100000003,181.04381560666667,0.01102087409670941,0.009487418171984613,1.5380872300484394
2023-07-07,188.5757751,190.5438203,188.1406434,189.2977302,46815000,-0.005891210759763732,189.18751741428568,181.67411549,0.010679559092807092,0.009005983197920949,1.529026034009323
2023-07-10,186.5286407,187.8934169,184.9759589,187.1714618,59922200,-0.010855765534647288,189.0970981857143,182.2269480266667,0.011471701450812936,0.009379370679743343,1.512427285887746
2023-07-11,186.0044708,187.2110089,184.5408074,187.0725544,46638100,-0.002810130916265252,188.88376505714288,182.72439777333332,0.011454949899278387,0.009416036140741392,1.5081771672130697
2023-07-12,187.675827,189.5845216,186.39017,187.5868087,60750200,0.008985570039319768,188.29038562857144,183.19712319666667,0.0067721897229223345,0.009249655343900876,1.5217289987807656
2023-07-13,188.4373169,189.080153,187.6857092,188.3977649,41342300,0.004057474594210797,188.01913014285714,183.6335856,0.006885803727865081,0.009130626403109963,1.5279033755325924
2023-07-14,188.5856628,189.0702458,187.5373628,188.1307325,41616200,0.0007872426886585959,187.9287130857143,184.07664183333333,0.006621794895476784,0.009121701466962784,1.529106206293957
2023-07-17,191.8492279,192.175588,189.6932775,189.7822806,50520200,0.017305478325046808,188.2367030285714,184.53486174333335,0.00947454093240903,0.009190135718124255,1.5555681206036718
2023-07-18,191.5921326,192.1855174,190.2965912,191.2163362,48288200,-0.00134009035540128,188.66761124285716,184.95616199666668,0.009015506216542638,0.009206239997304624,1.553483518768081
2023-07-19,192.946991,196.0424398,190.5240157,190.9690619,80507300,0.007071576382672307,189.58451842857144,185.46778665333335,0.0069678375407612,0.009050703628491924,1.564469096130272
2023-07-20,190.9987183,194.3018561,190.3756658,192.9370802,59581200,-0.010097450547958964,190.29798235714287,185.92666523666668,0.008647637778699126,0.009314821779683345,1.5486719467982866
2023-07-21,189.8218689,192.8184304,189.1196974,191.9580361,71951700,-0.00616155653019379,190.60455977142854,186.39213764999997,0.009027648935176743,0.009258426690114199,1.5391297170513636
2023-07-24,190.6229248,192.7590919,190.1284425,191.2756451,45377800,0.0042200401072964855,190.91678947142856,186.79365742666667,0.0090350492814762,0.008941468194666418,1.5456249061876521
2023-07-25,191.4833221,192.2942804,190.7910499,191.196529,37283200,0.004513608743034192,191.3307408,187.21100005666665,0.009083083701997724,0.008951274063744413,1.5526012522776722
2023-07-26,192.3536072,193.4810262,191.1866362,191.5327648,47471900,0.004544965537758294,191.40279498571428,187.56406046333333,0.006448297177128291,0.008603410376457617,1.5596577714631545
2023-07-27,191.0877533,195.0238284,190.4251488,193.8568574,47460200,-0.006580869048552929,191.3307408,187.89074910333332,0.006966478376320125,0.008705502061115476,1.5493938679085977
2023-07-28,193.6689606,194.4601354,191.9976078,192.5217579,48291400,0.013507968226240008,191.4338793142857,188.28238016666666,0.008389569222684527,0.00896121693544156,1.5703230310462382
2023-07-31,194.2820892,194.3216563,193.105219,193.8963936,38824100,0.003165858886733819,191.90293229999997,188.6265391,0.0069556512510157075,0.008799347877176926,1.5752944521691188
2023-08-01,193.4513702,194.5590058,193.1250101,194.0744228,35175100,-0.004275839339697551,192.4214324857143,188.97894032333335,0.006593231249332448,0.008756074937113174,1.5685587461789268
2023-08-02,190.4548035,193.0261024,189.7328635,192.8876479,50389300,-0.015490025720169442,192.39741515714286,189.22848917333334,0.009442764999954055,0.009313847336998726,1.5442617308570186
2023-08-03,189.0603333,190.2470876,188.5856345,189.4559281,61235200,-0.00732179065255234,192.0512739,189.46616973666667,0.009540636536432202,0.009361577102161959,1.5329549697509353
2023-08-04,179.9816742,185.3121928,179.9124394,183.472718,115956800,-0.04801990423656999,190.28385490000002,189.30101216333333,0.019363611012922333,0.012603314978385695,1.4593426189045213
2023-08-07,176.8763275,181.1090949,175.3928806,180.1201302,97576100,-0.017253682708547546,188.25365121428572,189.04289296,0.019534378617437637,0.012955446110974206,1.434163584394882
2023-08-08,177.8158417,178.2806563,175.620339,177.707055,67823000,0.005311701194157692,185.98891994285714,188.86257221999998,0.018020634490002546,0.012955789215300174,1.4417814328187297
2023-08-09,176.223587,178.9333401,175.0566011,178.8740047,60378500,-0.008954515440116606,183.40913391428575,188.53720244666667,0.01686785847640493,0.012673485397436771,1.4288709787172809
2023-08-10,176.0060425,178.755363,175.6401304,177.4993737,54686900,-0.0012344800358649044,180.91694424285714,188.16535135333334,0.017187647177956605,0.012582842323181301,1.4271070660202276
2023-08-11,176.0654297,176.8873805,174.8374674,175.6000026,52036700,0.00033741568844147807,178.8613194142857,187.78427225333334,0.01787580508788269,0.012570600909073982,1.4275885943333886
2023-08-14,177.7192535,177.9470183,175.5900994,176.243701,43675600,0.00939323411085291,177.24116515714286,187.31393126999998,0.01949510200969788,0.011854730025183221,1.4409982682139455
2023-08-15,175.7287445,177.7390524,175.3326305,177.1448815,43622600,-0.011200300253343176,176.63360377142857,186.82701924333332,0.009502933769566237,0.011923686680523234,1.4248586549454019
2023-08-16,174.8572998,176.8081771,174.7879715,175.4118655,46964900,-0.004959033324226647,176.34517124285713,186.34830982999998,0.007416717116480844,0.011916186045766402,1.4177927333932148
2023-08-17,172.3122101,175.7881578,171.7972498,175.4217517,66062900,-0.01455523848824758,175.55893815714288,185.76894022333332,0.008094505810731423,0.012072238123153894,1.397156422031772
2023-08-18,172.7974701,173.4015538,170.292012,170.6287105,61172200,0.0028161672334094945,175.06949288571428,185.24299672333333,0.008225134611986134,0.012108099611619983,1.4010910481674455
2023-08-21,174.1343536,174.4215491,172.0547326,173.3718335,46311900,0.007736707598938297,174.80210875714286,184.82985382,0.009151357112300473,0.012159194594480453,1.411930879926607
2023-08-22,175.5108795,175.9565115,174.5403897,175.3425303,42038900,0.007904964595107922,174.72288729999997,184.48006744333333,0.009825401472406315,0.01229774638765797,1.4230921435431665
2023-08-23,179.3631439,179.7889808,176.6002134,176.7883728,52722800,0.021948863859462486,174.9577287857143,184.20297800666668,0.012652421424353069,0.012904721575159294,1.4543273992612662
2023-08-24,174.6691437,179.3433616,174.3027223,178.9175246,54945800,-0.026170372005839937,174.80635724285713,183.7440389,0.015965506359502456,0.013621860865051894,1.4162671102043132
2023-08-25,176.8775024,177.4122578,174.1145718,175.6594375,51449600,0.012643095702083107,175.09495761428573,183.35376688666665,0.0165676481615359,0.013887948070940641,1.434173110818339
2023-08-28,178.4421844,178.8382985,176.8180928,178.3431484,43820700,0.008846133503522369,175.9706682285714,182.90686543666664,0.015014926128406957,0.013563715074265183,1.4468599976238001
2023-08-29,182.3340454,183.1064783,177.7588639,177.9569209,53003900,0.02181020711602555,177.33303612857145,182.59826253,0.016201982273164536,0.01426205518397451,1.4784163138398674
2023-08-30,185.8298035,186.0278756,182.9480417,183.1460987,60813900,0.01917227302411395,179.00381468571427,182.36102294666668,0.016759462291576557,0.01467931045277829,1.5067609150521095
2023-08-31,186.0476379,187.2855128,185.6614216,186.0179302,60794500,0.0011722253153005902,180.5090658857143,182.19598693333333,0.01705357309418055,0.014586260784073586,1.5085271783408392
2023-09-01,187.6222534,188.077783,186.4536915,187.6519612,45766500,0.008463507076861276,181.6889386714286,182.12266641666668,0.0160093585801837,0.014644172079370944,1.5212946087903645
2023-09-05,187.8599243,188.1372071,185.7902008,186.4537,45280000,0.0012667521879363708,183.57333590000002,182.03056640000003,0.00802976261706073,0.014622764211870117,1.5232217120645455
2023-09-06,181.1358032,187.0181885,179.7097686,186.5725414,81755800,-0.03579327057143922,184.1816645857143,181.68564910333333,0.019098171948142607,0.01594902111856407,1.4687006251843284
2023-09-07,175.8376923,176.4813964,171.8566814,173.4807731,112488800,-0.02924938530319232,183.80959428571427,181.13511860666665,0.022471550725318788,0.016668097490688042,1.4257420347032725
2023-09-08,176.4516754,178.4917064,176.065459,176.6200397,65551300,0.003491760452318138,182.9692557142857,180.64724934333336,0.02020531120939761,0.016691828213382453,1.430720384355257
2023-09-11,177.6202087,178.5510932,175.6197985,178.3233284,58953100,0.006622398440542243,181.79645645714282,180.1122909466667,0.018213751663818344,0.01651024239148877,1.4401951847974632
2023-09-12,174.58992,178.3827714,173.12428,177.74898,90370200,-0.01706049509894536,180.1596396142857,179.45588530666666,0.018272446149585935,0.01667269104934962,1.4156247419057013
2023-09-13,172.5202026,175.5802266,172.2924227,174.797881,84267900,-0.01185473594351838,178.00220378571427,178.75817972000002,0.016592149368134454,0.01674337477182571,1.3988428843952978
2023-09-14,174.0353394,174.391848,171.8962876,172.3122118,60895800,0.008782373178131131,176.0272630857143,178.21086425000001,0.017779069782006034,0.01673908991855729,1.4111280446236307
2023-09-15,173.3123932,174.7879456,172.1339489,174.7681354,109259500,-0.004154019537022768,174.90963308571426,177.68593291333335,0.013953507026192555,0.01671997763598029,1.4052661911570234
2023-09-18,176.2436981,177.6400248,174.461155,174.7681456,67257600,0.01691341770704935,174.96763391428573,177.56133370999999,0.012020956723102862,0.0147449004216953,1.4290340452376564
2023-09-19,177.3330536,177.8876193,175.4118689,175.7980853,51826900,0.006180961428657206,175.09354508571428,177.57655791333335,0.012178487757690154,0.014449648842931147,1.4378668495515083
2023-09-20,173.7877808,177.956936,173.6986423,177.5212015,58436200,-0.01999217138614695,174.54605538571428,177.4422892166667,0.014058349974087421,0.014872565140740516,1.4091207690648153
2023-09-21,172.2428894,174.5899109,172.1735763,172.8568857,63149100,-0.00888952832522738,174.2107653,177.30959929666668,0.012998112389670092,0.0148713194139693,1.3965943500745475
2023-09-22,173.0945435,175.3623391,172.3617311,172.9757123,56725400,0.00494449496851046,174.292814,177.21254933,0.012381205017411528,0.014905747259652935,1.4034998038115412
2023-09-25,174.3720398,175.2534063,172.4607528,172.5102708,46172700,0.007380338364045613,174.34091405714284,177.15610299999997,0.01223615094257198,0.01497384659386354,1.413858107257542
2023-09-26,170.2920074,173.50057,169.9949144,173.1242663,64588900,-0.02339843248194895,173.90943037142856,176.90852813,0.015213862844535134,0.015438097416013503,1.3807760437958203
2023-09-27,168.7768555,171.3615396,167.4102515,170.9456153,66921800,-0.008897375297485466,172.84273857142855,176.6767984966667,0.012664630931638445,0.015392861953654531,1.3684907611323918
2023-09-28,169.0343018,170.3613001,165.9940736,167.6973908,56294400,0.001525364951475705,171.65720260000003,176.48269856333334,0.01201819936154915,0.015384206834060204,1.3705782089758414
2023-09-29,169.5492859,171.3912447,168.6877145,170.3514265,51861100,0.003046624824169175,171.05170332857142,176.39060109000002,0.01089283976630359,0.015184276269890625,1.3747538465707725
2023-10-02,172.0646515,172.6093196,169.2719978,169.5591933,52164500,0.01483560126277128,171.02624077142858,176.36617380333334,0.012498171449987706,0.015429375624038217,1.3951491464729575
2023-10-03,170.7277222,171.9458021,169.1630614,170.5890808,49594600,-0.007769924202008505,170.68812344285715,176.25261942333333,0.012569865101121,0.015420100447652942,1.3843089433543658
2023-10-04,171.9754791,172.5201471,169.3115701,169.4304012,53020300,0.007308461003997513,170.34575762857142,176.13477274333334,0.012561049874363007,0.015409212843686128,1.3944261112843561
