Date,Close,High,Low,Open,Volume
1/3/2023,123.3306503,129.0795668,122.4431651,128.4681939,112117500
1/4/2023,124.6026993,126.870716,123.3405016,125.1253273,89113600
1/5/2023,123.2813492,125.9931051,123.0249704,125.3620061,80962700
1/6/2023,127.8173828,128.4780634,123.1531667,124.2575936,87754700
1/9/2023,128.3399811,131.5546535,128.0836023,128.655538,70790800
1/10/2023,128.9119415,129.4345696,126.338238,128.4484766,63896200
1/11/2023,131.6335602,131.6532712,128.6456996,129.4247064,69458900
1/12/2023,131.5546875,132.3928576,129.6120828,132.0181525,71379600
1/13/2023,132.8858795,133.043658,129.8290004,130.19385,57809700
1/17/2023,134.049469,135.3806854,132.2646433,132.9549053,63646600
1/18/2023,133.3296509,136.6823613,133.1521463,134.9172613,69672800
1/19/2023,133.3888245,134.3551915,131.9096847,132.2153712,58280400
1/20/2023,135.9526367,136.1005597,132.3534033,133.3986595,80223600
1/23/2023,139.1475677,141.3268396,135.982203,136.1991446,81760300
1/24/2023,140.547821,141.1690644,138.3488381,138.3586936,66435100
1/25/2023,139.8871307,140.4491958,136.8795446,138.9306195,65799300
1/26/2023,141.957962,142.2439224,139.9265977,141.1789401,54105100
1/27/2023,143.900528,145.1824517,141.0901723,141.1690615,70555800
1/30/2023,141.0112915,143.5258315,140.8633836,142.9440403,64015300
1/31/2023,142.283371,142.3326786,140.3013292,140.7154865,65874500
2/1/2023,143.4075012,144.5710988,139.3546733,141.9678138,77663600
2/2/2023,148.7225494,149.0775285,146.109394,146.8292377,118339000
2/3/2023,152.3513641,155.1913167,145.7741258,145.9713414,154357300
2/6/2023,149.6198883,150.970846,148.683103,150.4482179,69858300
2/7/2023,152.4992828,153.0712186,148.5450552,148.5450552,83322600
2/8/2023,149.8072357,152.4302465,149.067666,151.7399845,64120100
2/9/2023,148.7718353,152.1837235,148.3280965,151.6413694,56007100
2/10/2023,149.1372528,149.4631621,147.369458,147.6064871,57450700
2/13/2023,151.9420471,152.3469511,149.0483755,149.0780022,62199000
2/14/2023,151.3001251,151.8630636,148.9891477,150.2335167,61707600
2/15/2023,153.4036713,153.5715612,150.984058,151.2112015,65573800
2/16/2023,151.8037872,154.3912907,151.4482511,151.6062555,68167900
2/17/2023,150.6581879,151.1026043,148.9792731,150.4606711,59144100
2/21/2023,146.6386414,149.4236767,146.5695173,148.3373122,58867200
2/22/2023,147.0632782,148.0903739,145.334981,147.0237658,51011300
2/23/2023,147.5471954,148.4755403,145.4139943,148.2286407,48394200
2/24/2023,144.8906097,145.3646529,143.9128816,145.2856432,55469600
2/27/2023,146.0855713,147.3200694,145.6213988,145.878184,44998500
2/28/2023,145.5819244,147.2312124,145.0091154,145.2263883,50547000
3/1/2023,143.5079193,145.4041064,143.2116368,145.0090731,55479000
3/2/2023,144.1005249,144.8906068,142.1154419,142.5895001,52238100
3/3/2023,149.1570129,149.2360226,145.5029012,146.2040877,70732300
3/6/2023,151.9222717,154.3616411,151.5568651,151.8827594,87558000
3/7/2023,149.7199402,152.1197973,149.2557677,151.793888,56182000
3/8/2023,150.9741669,151.566732,149.9470711,150.9149134,47204800
3/9/2023,148.7224731,152.6234847,148.366937,151.6556423,53833600
3/10/2023,146.658371,149.0681136,145.7794089,148.347171,68572400
3/13/2023,148.6039734,151.24086,145.8683208,145.9769573,84457100
3/14/2023,150.6976471,151.4975994,148.2385365,149.4038955,73695900
3/15/2023,151.0926971,151.3494673,148.0607626,149.3150169,77167900
3/16/2023,153.9172058,154.5196414,149.7594102,150.2729656,76161100
3/17/2023,153.077774,154.7962009,152.3667019,154.1443823,98944600
3/20/2023,155.447998,155.8628027,152.2383029,153.1469068,73641400
3/21/2023,157.3046722,157.4231792,154.5986472,155.3689878,73938300
3/22/2023,155.8726807,160.129228,155.8529245,157.3244517,75701800
3/23/2023,156.9589996,159.5465176,155.7245017,156.8602488,67622100
3/24/2023,158.2626495,158.3515298,155.8924193,156.8898883,59196500
3/27/2023,156.3170624,158.7761876,155.9121434,157.9564792,52390300
3/28/2023,155.6949158,156.5245101,154.0456279,156.0109546,45992200
3/29/2023,158.7762146,159.052741,157.3738265,157.3935677,51305700
3/30/2023,160.3465118,160.4551483,159.270033,159.5268032,49501700
3/31/2023,162.8549957,162.9537616,159.9020857,160.4255117,68749800
4/3/2023,164.1092224,164.2277294,162.1834086,162.2327915,56976200
4/4/2023,163.5759583,164.7709441,163.0624028,164.5339301,46278300
4/5/2023,161.729126,163.0031365,159.7934413,162.6969834,51511700
4/6/2023,162.6180115,162.9142941,159.9909952,160.4156554,45390100
4/10/2023,160.0205841,160.0205841,158.09477,159.4181484,47716900
4/11/2023,158.8058624,160.3465139,158.5194504,160.3366433,47644200
4/12/2023,158.1145172,160.0502017,157.7984785,159.2206226,50133100
4/13/2023,163.5068054,163.7438345,159.4181482,159.6255505,68445600
4/14/2023,163.1611481,164.257383,161.7883868,162.5488268,49386500
4/17/2023,163.1809235,163.3389429,161.9958081,163.0426603,41516200
4/18/2023,164.4055481,165.3338932,163.59571,164.0401414,49923000
4/19/2023,165.5511475,166.0745735,163.4870551,163.7438403,47720200
4/20/2023,164.5832825,165.7881538,163.5068037,164.0302297,52456400
4/21/2023,162.973526,164.3857848,162.4500999,163.0031528,58337300
4/24/2023,163.2796631,163.5463189,161.8575188,162.9537538,41949600
4/25/2023,161.7390289,164.2475228,161.6995165,163.1414172,48714100
4/26/2023,161.729126,163.2302799,160.7810398,161.03781,45498800
4/27/2023,166.3215179,166.4696517,163.1414486,163.1414486,64902300
4/28/2023,167.5757141,167.7436191,165.7980488,166.4004845,55275900
5/1/2023,167.4868622,168.3361977,166.5486464,167.180709,52472900
5/2/2023,166.4498444,168.2374103,165.4622459,167.980625,48425700
5/3/2023,165.3733826,168.8003509,165.0869856,167.3979627,65136000
5/4/2023,163.7339478,164.9684459,162.2723062,162.8451151,81235400
5/5/2023,171.4174805,172.1384232,168.642316,168.8595889,113453200
5/8/2023,171.3483276,171.6939931,169.9755664,170.340973,55962800
5/9/2023,169.639801,171.3878395,169.4719111,170.9039259,45326900
5/10/2023,171.4076233,171.8717959,169.7682059,170.8743266,53724500
5/11/2023,171.5952454,172.4248245,170.0348379,171.6940112,49514700
5/12/2023,170.6656189,172.1391664,169.1129373,171.7040196,45533100
5/15/2023,170.1711426,171.2985616,169.5777578,171.2491103,37266700
5/16/2023,170.1711426,171.2293268,169.9041179,170.0920236,42110300
5/17/2023,170.7842865,171.0216283,168.5393328,169.8151055,57951600
5/18/2023,173.1182556,173.3061613,170.6755119,171.0908752,65496700
5/19/2023,173.2270355,174.4434577,173.0094621,174.4434577,55809500
5/22/2023,172.2776337,172.7820153,171.5359102,172.0600602,43570900
5/23/2023,169.6667786,171.4667015,169.3898697,171.2194604,50747300
5/24/2023,169.9436646,170.5172658,168.6382392,169.2019411,45143500
5/25/2023,171.0809784,171.9809246,169.7953215,170.5073772,56058300
5/26/2023,173.4940643,173.8303238,171.1996742,171.4073634,54835000
5/30/2023,175.3434448,177.0147976,174.6215048,175.0072004,55964400
5/31/2023,175.2939758,177.3708075,174.8093777,175.3730948,99625300
6/1/2023,178.1026306,178.1322983,174.9774989,175.7390058,68901800
6/2/2023,178.953125,179.7739674,177.2817726,179.032244,61996900
6/5/2023,177.5982513,182.908986,176.0752375,180.6145962,121946500
6/6/2023,177.2323608,178.1323072,175.4719899,177.9839685,64848400
6/7/2023,175.8576965,179.210286,175.3632142,176.4708498,61944600
6/8/2023,178.5773315,178.8443411,175.5016513,175.936783,50214900
6/9/2023,178.9630432,180.2190174,178.6366831,179.4970775,48900000
6/12/2023,181.761795,181.8606975,178.9729228,179.2696151,54274900
6/13/2023,181.2870941,182.1178207,180.4266998,180.7827276,54929100
6/14/2023,181.9200287,182.3551755,180.0113343,181.3464274,57462900
6/15/2023,183.9573212,184.4617028,181.7519341,181.9299556,65433200
6/16/2023,182.8793335,184.9264975,182.2365125,184.669357,101256200
6/20/2023,182.968338,184.0463209,182.3749683,182.3749683,49799100
6/21/2023,181.9299164,183.3639119,180.5750248,182.8595303,49515700
6/22/2023,184.9364014,184.9858526,181.6431471,181.7123818,51245300
6/23/2023,184.6199036,185.4901972,182.9683345,183.5023838,53117000
6/26/2023,183.2254639,185.9747841,183.1858968,184.7682461,48088700
6/27/2023,185.9846802,186.3110403,183.6210554,183.8386288,50730800
6/28/2023,187.1615753,187.8043964,185.5297895,185.8561346,51216800
6/29/2023,187.4978027,187.9725166,186.8549818,186.9934362,46347300
6/30/2023,191.829483,192.3338496,189.1493821,189.5153093,85213200
7/3/2023,190.3361053,191.7404331,189.6438182,191.6415306,31458200
7/5/2023,189.2185822,190.8503676,188.5164107,189.4559391,46920300
7/6/2023,189.6932983,189.9009875,187.1121001,187.7450369,45094300
7/7/2023,188.5757751,190.5438203,188.1406434,189.2977302,46815000
7/10/2023,186.5286407,187.8934169,184.9759589,187.1714618,59922200
7/11/2023,186.0044708,187.2110089,184.5408074,187.0725544,46638100
7/12/2023,187.675827,189.5845216,186.39017,187.5868087,60750200
7/13/2023,188.4373169,189.080153,187.6857092,188.3977649,41342300
7/14/2023,188.5856628,189.0702458,187.5373628,188.1307325,41616200
