Close,Volume,Daily_Return,Volatility_7,Volatility_30
153.4036713,65573800,0.0139031358937058,0.0141824148613047,0.014632095670231
151.8037872,68167900,-0.0104292425757611,0.013144648181615,0.0149758514732437
150.6581879,59144100,-0.0075465791804697,0.0113953817027466,0.014863918578917
146.6386414,58867200,-0.0266799073852394,0.0153923307084288,0.0149663729788319
147.0632782,51011300,0.0028958042433144,0.0154142278541459,0.0149696301613192
147.5471954,48394200,0.0032905372838341,0.0128418524374454,0.0149716838465685
144.8906097,55469600,-0.0180049894733546,0.0138763951646416,0.0151875432589835
146.0855713,44998500,0.0082473364041617,0.0126272523784678,0.0151948081024766
145.5819244,50547000,-0.0034476156373152,0.0125766952645771,0.0151962850911741
143.5079193,55479000,-0.0142463091386364,0.0129722870328039,0.0154816854152354
144.1005249,52238100,0.0041294278593864,0.0100113192888055,0.0154144845572948
149.1570129,70732300,0.0350900040337049,0.0174825445407556,0.0164987777910092
151.9222717,87558000,0.0185392476440509,0.0185647005552711,0.0164773622578196
149.7199402,56182000,-0.0144964360745536,0.0178965356157569,0.0163740114493288
150.9741669,47204800,0.0083771520234683,0.0179007327804584,0.0163502941353608
148.7224731,53833600,-0.0149144310330352,0.0192596334982393,0.0166100387112323
146.658371,68572400,-0.0138788849928022,0.0192045479078352,0.0166834725278271
148.6039734,84457100,0.0132662212646559,0.0195800178083807,0.0166728787077897
150.6976471,73695900,0.0140889483107187,0.0152553445035383,0.016332310194586
151.0926971,77167900,0.0026214742406551,0.013374538817291,0.0162838297199279
153.9172058,76161100,0.0186938796792448,0.0135524943269142,0.0165330049044368
153.077774,98944600,-0.0054537879351237,0.0138197477676782,0.0152390147141765
155.447998,73641400,0.0154837893056898,0.0122878142976183,0.0148504068764048
157.3046722,73938300,0.01194402130544,0.0084658654104465,0.014551378038027
155.8726807,75701800,-0.0091032992216489,0.0109310530246904,0.0142958681556733
156.9589996,67622100,0.0069692706580879,0.0104718602134342,0.0138995697306405
158.2626495,59196500,0.0083056715659648,0.0103972500931395,0.0138539888051478
156.3170624,52390300,-0.0122934066006522,0.0110136645096657,0.0141024616317753
155.6949158,45992200,-0.0039800300136654,0.0108544646886185,0.013756747137071
158.7762146,51305700,0.0197906192643961,0.01179595563177,0.014141316351684
160.3465118,49501700,0.0098900027561181,0.0115622425550241,0.0140405742532596
162.8549957,68749800,0.015644143872171,0.0110909502618106,0.0140790241857822
164.1092224,56976200,0.0077014935563317,0.0111014067940761,0.0139809327404939
163.5759583,46278300,-0.0032494462663421,0.011624017111776,0.0128797850741374
161.729126,51511700,-0.0112903651563078,0.0113820465920957,0.013168647025456
162.6180115,45390100,0.0054961374118844,0.0106881494559043,0.0131749952593666
160.0205841,47716900,-0.0159725689426474,0.0116588658218271,0.0130662786765354
158.8058624,47644200,-0.0075910340337272,0.011348889625132,0.013183055303182
158.1145172,50133100,-0.0043533984800803,0.0085337628436865,0.0131990519194385
163.5068054,68445600,0.0341036882348966,0.0166424813104313,0.0139701161494812
163.1611481,49386500,-0.0021140239340765,0.0166156851445016,0.014021496653562
163.1809235,41516200,0.0001212016477591,0.0158956910593143,0.0127660880883699
164.4055481,49923000,0.0075047044331746,0.016000072035467,0.0124605699203618
165.5511475,47720200,0.0069681310225808,0.0140094335740472,0.0120478997298166
164.5832825,52456400,-0.0058463200927073,0.0137625025321715,0.0121259472124988
162.973526,58337300,-0.0097808020082477,0.0145221837377332,0.01189922961311
163.2796631,41949600,0.0018784468098211,0.0063574287975561,0.0114626392141748
161.7390289,48714100,-0.009435554745458,0.0072657908502597,0.011554766336196
161.729126,45498800,-6.122764596361296e-05,0.0072604735962181,0.0113692331498081
166.3215179,64902300,0.0283955773062174,0.0132683228950755,0.0123191548547279
167.5757141,55275900,0.0075407933731945,0.0133077011467691,0.0120021267762376
167.4868622,52472900,-0.0005302194323157,0.012944482794275,0.0119172191015119
166.4498444,48425700,-0.006191636683489,0.0124346560587487,0.0117951629237408
165.3733826,65136000,-0.0064671841771933,0.0129586866254519,0.0117576097084843
163.7339478,81235400,-0.009913534900386,0.0130293947703105,0.011784264660255
171.4174805,113453200,0.0469269372860012,0.0213457169489415,0.0143731683101769
171.3483276,55962800,-0.0004034180166357,0.0195828873856495,0.0143510791931072
169.639801,45326900,-0.0099710725160295,0.0202262201874147,0.0142731898168569
171.4076233,53724500,0.0104210349786959,0.0204275148518369,0.0142785287658248
171.5952454,49514700,0.0010945960068042,0.020034054296808,0.0139382259744639
170.6656189,45533100,-0.005417553952809,0.0199417700658039,0.0139455135882272
170.1711426,37266700,-0.0028973398578289,0.0192505570470386,0.0137372409336521
170.1711426,42110300,0.0,0.0063215740806019,0.0136903082300278
170.7842865,57951600,0.0036031015049435,0.0065639438630244,0.0136689547662617
173.1182556,65496700,0.0136661817537879,0.0069213100353467,0.0136213214105653
173.2270355,55809500,0.0006283560311013,0.0060936823523803,0.0136116536637052
172.2776337,43570900,-0.005480679140295,0.0066523198792692,0.0132589377009964
169.6667786,50747300,-0.0151549277983843,0.0087911819839534,0.0135275564143572
169.9436646,45143500,0.0016319399842723,0.0087781912266287,0.0134701450711113
171.0809784,56058300,0.0066922989019737,0.0091546291359221,0.0121134082874868
173.4940643,54835000,0.0141049339474668,0.0104585928998231,0.0123032885713348
175.3434448,55964400,0.0106596182841283,0.0099639730816902,0.012394333412968
175.2939758,99625300,-0.0002821263153374,0.0099887761947517,0.0123668134206788
178.1026306,68901800,0.0160225403479039,0.0106810275459453,0.0125952516680886
178.953125,61996900,0.004775305098722,0.0061798020232922,0.0125010612734942
177.5982513,121946500,-0.0075711094735004,0.0082930566489204,0.0124302708840222
177.2323608,64848400,-0.0020602145422137,0.0088712842381953,0.0124626509148481
175.8576965,61944600,-0.0077562827341179,0.0090166618002485,0.0124094072254596
178.5773315,50214900,0.0154649756827676,0.0099256433764387,0.0126052982604821
178.9630432,48900000,0.0021599141210146,0.0098477679116071,0.0116868737907888
181.761795,54274900,0.0156387137252258,0.0097639176801948,0.0118986792839701
181.2870941,54929100,-0.0026116648991061,0.0099315349936919,0.0119246855310886
181.9200287,57462900,0.0034913384383052,0.0090117790261763,0.0118058782721857
183.9573212,65433200,0.0111988356343086,0.0090477495504444,0.0117561473467572
182.8793335,101256200,-0.005859988028571,0.0086069014825951,0.0116176923758687
182.968338,49799100,0.0004866842977639,0.0075548906827402,0.0082823602025679
181.9299164,49515700,-0.0056754169128431,0.0083275538780805,0.008394870076648
184.9364014,51245300,0.0165255119086065,0.0085661780704484,0.0084817311287718
184.6199036,53117000,-0.0017113872531533,0.0084828561893196,0.0084004285427002
183.2254639,48088700,-0.0075530301598532,0.0092864029420891,0.0085968226348339
185.9846802,50730800,0.0150591311997219,0.0100704536400893,0.0087801268350269
187.1615753,51216800,0.0063279142063443,0.0096065625376475,0.0087312611815685
